cpu_usage,mem_usage
3045.0,135900.0
3207.0,148516.0
3278.0,149424.0
3310.0,149996.0
3320.0,151180.0
3331.0,152140.0
3336.0,152208.0
3340.0,152216.0
3348.0,152256.0
3351.0,152440.0
3355.0,152444.0
3359.0,152448.0
3360.0,152452.0
3361.0,152492.0
3153.0,152496.0
3165.0,153064.0
3177.0,153064.0
3188.0,153068.0
3196.0,153068.0
3207.0,153316.0
3214.0,153316.0
3222.0,153316.0
3229.0,153316.0
3235.0,153316.0
3241.0,153672.0
3247.0,153672.0
3252.0,153672.0
3255.0,153800.0
3259.0,153800.0
3264.0,153808.0
3267.0,153808.0
3175.0,153808.0
3181.0,153816.0
3186.0,153816.0
3191.0,153816.0
3197.0,153816.0
3202.0,153816.0
3207.0,153816.0
3211.0,153816.0
3215.0,153816.0
3219.0,153816.0
3222.0,153816.0
3224.0,153816.0
3228.0,153820.0
3231.0,153820.0
3234.0,153820.0
3238.0,153820.0
3177.0,153824.0
3181.0,153824.0
3185.0,153824.0
3189.0,153824.0
3192.0,153824.0
3195.0,153824.0
3197.0,153832.0
3200.0,153832.0
3204.0,153832.0
3207.0,154272.0
3210.0,154272.0
3212.0,154272.0
3215.0,154272.0
3217.0,154272.0
3220.0,154272.0
3223.0,154312.0
3225.0,154312.0
3180.0,154312.0
3183.0,154312.0
3187.0,154312.0
3190.0,154312.0
3192.0,154312.0
3195.0,154312.0
3198.0,154312.0
3200.0,154324.0
3202.0,154324.0
3205.0,154324.0
3206.0,154324.0
3208.0,154324.0
3211.0,154324.0
3212.0,154324.0
3214.0,154324.0
3216.0,154324.0
3218.0,154508.0
3183.0,154508.0
3185.0,154508.0
3188.0,154508.0
3190.0,154508.0
3192.0,154632.0
3195.0,154632.0
3196.0,154632.0
3199.0,154632.0
3200.0,154632.0
3201.0,154632.0
3203.0,154632.0
3205.0,154632.0
3207.0,154632.0
3209.0,154632.0
3210.0,154632.0
3212.0,154632.0
3183.0,154632.0
3184.0,154632.0
3186.0,154632.0
3188.0,154632.0
3189.0,154636.0
3191.0,154636.0
3193.0,154636.0
3194.0,154636.0
3196.0,154636.0
3198.0,154636.0
3200.0,154636.0
3202.0,154636.0
3203.0,154636.0
3205.0,154636.0
3206.0,154636.0
3208.0,154760.0
3209.0,154760.0
3185.0,154760.0
3186.0,154760.0
3188.0,154760.0
3189.0,154760.0
3191.0,154764.0
3192.0,154764.0
3193.0,154764.0
3195.0,154764.0
3196.0,154764.0
3198.0,154772.0
3200.0,155144.0
3202.0,155144.0
3203.0,155144.0
3204.0,155144.0
3206.0,155144.0
3207.0,155144.0
3185.0,155144.0
3186.0,155144.0
3187.0,155144.0
3189.0,155144.0
3190.0,155144.0
3191.0,155144.0
3193.0,155144.0
3194.0,155260.0
3195.0,155260.0
3197.0,155260.0
3198.0,155260.0
3199.0,155752.0
