Date,CPU Utilization,CPU Power
2024-10-22 03:17:05,1.03776,56.47492
2024-10-22 03:17:06,0.95763,57.13413
2024-10-22 03:17:07,1.03874,57.79792
2024-10-22 03:17:08,0.95853,57.74866
2024-10-22 03:17:09,1.03516,56.73692
2024-10-22 03:17:10,0.95583,56.91784
2024-10-22 03:17:11,1.03841,57.98230
2024-10-22 03:17:12,0.95853,57.89663
2024-10-22 03:17:13,1.03906,58.00307
2024-10-22 03:17:14,0.95853,57.91221
2024-10-22 03:17:15,1.04264,57.64991
2024-10-22 03:17:16,0.95853,57.92000
2024-10-22 03:17:17,1.03906,58.12776
2024-10-22 03:17:18,0.95883,57.79792
2024-10-22 03:17:19,1.03516,56.54282
2024-10-22 03:17:20,0.95613,56.80367
2024-10-22 03:17:21,1.03874,57.88362
2024-10-22 03:17:22,0.95883,57.93036
2024-10-22 03:17:23,1.03906,58.04983
2024-10-22 03:17:24,0.95853,58.02124
2024-10-22 03:17:25,1.03874,58.02385
2024-10-22 03:17:26,0.95853,57.86548
2024-10-22 03:17:27,1.03874,57.79792
2024-10-22 03:17:28,0.96034,56.79000
2024-10-22 03:17:29,1.03613,56.92255
2024-10-22 03:17:30,0.95673,57.24360
2024-10-22 03:17:31,1.03874,57.93815
2024-10-22 03:17:32,0.95883,57.96931
2024-10-22 03:17:33,1.03841,57.73309
2024-10-22 03:17:34,0.95913,58.07320
2024-10-22 03:17:35,1.03874,57.89141
2024-10-22 03:17:36,0.95853,57.86548
2024-10-22 03:17:37,1.03874,57.75897
2024-10-22 03:17:38,0.95913,57.94852
2024-10-22 03:17:39,1.03516,56.73692
2024-10-22 03:17:40,0.95583,56.77806
2024-10-22 03:17:41,0.96244,58.11694
2024-10-22 03:17:42,1.03841,57.67078
2024-10-22 03:17:43,0.95883,57.68106
2024-10-22 03:17:44,1.03874,57.75897
2024-10-22 03:17:45,0.95883,57.82129
2024-10-22 03:17:46,1.03874,57.54863
2024-10-22 03:17:47,0.95883,57.66548
2024-10-22 03:17:48,1.03874,57.75118
2024-10-22 03:17:49,0.95523,56.75012
2024-10-22 03:17:50,1.03678,57.11383
2024-10-22 03:17:51,0.95793,57.40891
2024-10-22 03:17:52,1.03939,58.04463
2024-10-22 03:17:53,0.95853,57.88106
2024-10-22 03:17:54,1.04297,57.98646
2024-10-22 03:17:55,0.95883,57.86024
2024-10-22 03:17:56,1.03874,57.99269
2024-10-22 03:17:57,0.95883,57.67327
2024-10-22 03:17:58,1.03939,58.09919
2024-10-22 03:17:59,0.95523,56.41639
2024-10-22 03:18:00,1.03581,56.68715
2024-10-22 03:18:01,0.95763,57.54651
2024-10-22 03:18:02,1.03841,57.92779
2024-10-22 03:18:03,0.95913,57.88618
2024-10-22 03:18:04,1.03776,57.68910
2024-10-22 03:18:05,0.95913,57.90955
2024-10-22 03:18:06,1.03841,58.52865
2024-10-22 03:18:07,0.95883,57.25652
2024-10-22 03:18:08,1.03711,57.43512
2024-10-22 03:18:09,0.95733,57.40400
2024-10-22 03:18:10,1.03548,56.90232
2024-10-22 03:18:11,0.95853,57.92000
2024-10-22 03:18:12,1.03874,57.94594
2024-10-22 03:18:13,0.96274,58.42450
2024-10-22 03:18:14,1.03906,58.01086
2024-10-22 03:18:15,0.95883,58.10955
2024-10-22 03:18:16,1.03906,58.02645
2024-10-22 03:18:17,0.95853,58.05239
2024-10-22 03:18:18,1.03906,57.95631
2024-10-22 03:18:19,0.95463,56.63685
2024-10-22 03:18:20,1.03743,56.96134
2024-10-22 03:18:21,0.95853,57.89663
2024-10-22 03:18:22,1.03874,57.83688
2024-10-22 03:18:23,0.95883,57.77455
2024-10-22 03:18:24,1.03874,57.90699
2024-10-22 03:18:25,0.95883,57.91478
2024-10-22 03:18:26,1.04264,57.99964
2024-10-22 03:18:27,0.95883,58.01606
2024-10-22 03:18:28,1.03906,57.93293
2024-10-22 03:18:29,0.95553,56.65152
2024-10-22 03:18:30,1.03548,56.77029
2024-10-22 03:18:31,0.95913,58.11996
2024-10-22 03:18:32,1.03939,58.08361
2024-10-22 03:18:33,0.96244,58.10911
2024-10-22 03:18:34,1.03841,57.88106
2024-10-22 03:18:35,0.95883,57.89141
2024-10-22 03:18:36,1.03874,57.84467
2024-10-22 03:18:37,0.95853,57.78760
2024-10-22 03:18:38,1.03874,57.66549
2024-10-22 03:18:39,0.95613,56.81144
2024-10-22 03:18:40,1.03613,57.07020
2024-10-22 03:18:41,0.95793,57.71246
2024-10-22 03:18:42,1.03906,57.94072
2024-10-22 03:18:43,0.95853,57.92778
2024-10-22 03:18:44,1.03906,57.80045
2024-10-22 03:18:45,0.95913,58.00307
2024-10-22 03:18:46,0.95853,57.95893
2024-10-22 03:18:47,1.03906,57.97969
2024-10-22 03:18:48,0.95553,56.83784
2024-10-22 03:18:49,1.03906,57.97190
2024-10-22 03:18:50,0.95643,56.75159
2024-10-22 03:18:51,1.03841,57.55396
2024-10-22 03:18:52,0.96244,58.02310
2024-10-22 03:18:53,1.03874,57.72781
2024-10-22 03:18:54,0.95883,57.77455
2024-10-22 03:18:55,1.03841,57.53838
2024-10-22 03:18:56,0.95883,57.64211
2024-10-22 03:18:57,1.03841,57.54617
2024-10-22 03:18:58,0.95853,57.59290
2024-10-22 03:18:59,1.03906,57.06791
2024-10-22 03:19:00,0.95643,57.02357
2024-10-22 03:19:01,1.03743,57.25085
2024-10-22 03:19:02,0.95853,57.62405
2024-10-22 03:19:03,1.03939,58.07581
2024-10-22 03:19:04,0.95823,57.62934
2024-10-22 03:19:05,1.03841,57.70972
2024-10-22 03:19:06,0.95883,57.67327
2024-10-22 03:19:07,1.03906,58.00307
2024-10-22 03:19:08,0.95944,58.05242
2024-10-22 03:19:09,1.03516,56.55835
2024-10-22 03:19:10,0.95553,56.70586
2024-10-22 03:19:11,1.03874,57.91478
2024-10-22 03:19:12,0.95883,57.84467
2024-10-22 03:19:13,1.03874,57.84467
2024-10-22 03:19:14,0.95883,57.84467
2024-10-22 03:19:15,1.03874,57.90699
2024-10-22 03:19:16,0.95853,57.84211
2024-10-22 03:19:17,1.03874,57.77455
2024-10-22 03:19:18,0.95883,57.81350
2024-10-22 03:19:19,1.03939,56.80516
2024-10-22 03:19:20,0.95643,56.89924
2024-10-22 03:19:21,1.03841,57.77203
2024-10-22 03:19:22,0.95853,57.81096
2024-10-22 03:19:23,1.03874,57.84467
2024-10-22 03:19:24,0.95883,57.82909
2024-10-22 03:19:25,1.03939,58.09919
2024-10-22 03:19:26,0.96304,58.23147
2024-10-22 03:19:27,1.03841,57.92000
2024-10-22 03:19:28,0.95883,57.89920
2024-10-22 03:19:29,1.03353,56.33765
2024-10-22 03:19:30,0.95703,57.22269
2024-10-22 03:19:31,1.03874,57.93036
2024-10-22 03:19:32,0.95883,57.97710
2024-10-22 03:19:33,1.03841,57.87327
2024-10-22 03:19:34,0.95883,57.79792
2024-10-22 03:19:35,1.03874,57.84467
2024-10-22 03:19:36,0.95853,57.62405
2024-10-22 03:19:37,1.03874,57.68885
2024-10-22 03:19:38,0.95703,57.19159
2024-10-22 03:19:39,1.04134,57.65386
2024-10-22 03:19:40,0.95523,56.69579
2024-10-22 03:19:41,1.03841,57.88106
2024-10-22 03:19:42,0.95883,57.82909
2024-10-22 03:19:43,1.03874,57.75118
2024-10-22 03:19:44,0.96004,58.45540
2024-10-22 03:19:45,1.03841,57.91221
2024-10-22 03:19:46,0.96214,57.49259
2024-10-22 03:19:47,1.03874,58.00048
2024-10-22 03:19:48,0.95883,58.03943
2024-10-22 03:19:49,1.03483,57.13818
2024-10-22 03:19:50,0.95733,57.39623
2024-10-22 03:19:51,1.03711,57.45068
2024-10-22 03:19:52,0.95883,58.07838
2024-10-22 03:19:53,1.04264,58.32807
2024-10-22 03:19:54,0.95883,58.08617
2024-10-22 03:19:55,0.95853,57.98230
2024-10-22 03:19:56,1.03939,58.16935
2024-10-22 03:19:57,1.03841,57.88106
2024-10-22 03:19:58,0.95883,58.06280
2024-10-22 03:19:59,0.95523,56.66475
2024-10-22 03:20:00,1.03841,56.38266
2024-10-22 03:20:01,0.95673,57.87678
2024-10-22 03:20:02,1.03939,58.04463
2024-10-22 03:20:03,0.95883,58.10175
2024-10-22 03:20:04,1.03776,57.69688
2024-10-22 03:20:05,0.95883,57.89920
2024-10-22 03:20:06,1.03809,57.91741
2024-10-22 03:20:07,0.96274,57.66791
2024-10-22 03:20:08,1.03841,58.03682
2024-10-22 03:20:09,0.95553,56.84561
2024-10-22 03:20:10,1.03613,57.24893
2024-10-22 03:20:11,0.95673,57.32911
2024-10-22 03:20:12,1.03809,57.91741
2024-10-22 03:20:13,0.95883,57.90699
2024-10-22 03:20:14,1.03874,58.22640
2024-10-22 03:20:15,0.95853,58.11470
2024-10-22 03:20:16,1.03841,57.84991
2024-10-22 03:20:17,0.95883,57.79792
2024-10-22 03:20:18,1.03646,57.10368
2024-10-22 03:20:19,0.96034,56.87498
2024-10-22 03:20:20,1.03678,57.28490
2024-10-22 03:20:21,0.95944,58.06801
2024-10-22 03:20:22,1.03906,57.81604
2024-10-22 03:20:23,0.95853,57.87326
2024-10-22 03:20:24,1.03874,57.86803
2024-10-22 03:20:25,0.96244,58.10129
2024-10-22 03:20:26,1.03841,57.85769
2024-10-22 03:20:27,0.95853,57.71751
2024-10-22 03:20:28,1.03874,57.89920
2024-10-22 03:20:29,0.95523,56.84325
2024-10-22 03:20:30,1.03581,56.99012
2024-10-22 03:20:31,0.96304,58.30190
2024-10-22 03:20:32,1.03874,57.80571
2024-10-22 03:20:33,0.95883,57.89141
2024-10-22 03:20:34,1.03874,58.02385
2024-10-22 03:20:35,0.95853,57.96672
2024-10-22 03:20:36,1.03906,57.94072
2024-10-22 03:20:37,0.96244,58.21077
2024-10-22 03:20:38,1.03841,58.02903
2024-10-22 03:20:39,0.95343,56.07751
2024-10-22 03:20:40,1.03906,58.01086
2024-10-22 03:20:41,0.95823,57.62934
2024-10-22 03:20:42,1.03906,57.90176
2024-10-22 03:20:43,0.95853,57.90442
2024-10-22 03:20:44,1.03874,57.85246
2024-10-22 03:20:45,0.95883,57.67327
2024-10-22 03:20:46,1.03841,57.81097
2024-10-22 03:20:47,0.95913,58.01086
2024-10-22 03:20:48,1.03874,58.05501
2024-10-22 03:20:49,0.95553,57.02417
2024-10-22 03:20:50,1.03581,56.97458
2024-10-22 03:20:51,0.95883,57.89920
2024-10-22 03:20:52,1.03874,58.35026
2024-10-22 03:20:53,0.95853,57.93557
2024-10-22 03:20:54,1.03874,57.39536
2024-10-22 03:20:55,0.96244,58.24205
2024-10-22 03:20:56,1.03874,57.90699
2024-10-22 03:20:57,0.95883,58.07838
2024-10-22 03:20:58,1.03548,56.60720
2024-10-22 03:20:59,0.95913,57.87838
2024-10-22 03:21:00,1.03581,56.82698
2024-10-22 03:21:01,0.95733,57.51290
2024-10-22 03:21:02,0.95883,57.75118
2024-10-22 03:21:03,1.03874,57.77455
2024-10-22 03:21:04,0.95823,57.63713
2024-10-22 03:21:05,1.03874,57.88362
2024-10-22 03:21:06,0.95853,57.84211
2024-10-22 03:21:07,1.03906,57.94072
2024-10-22 03:21:08,0.95763,56.97674
2024-10-22 03:21:09,1.03613,56.90701
2024-10-22 03:21:10,0.95703,57.05162
2024-10-22 03:21:11,1.03874,57.69664
2024-10-22 03:21:12,0.95853,57.74866
2024-10-22 03:21:13,1.03874,57.80571
2024-10-22 03:21:14,0.95883,57.75118
2024-10-22 03:21:15,1.03939,58.02904
2024-10-22 03:21:16,0.95883,57.72781
2024-10-22 03:21:17,1.03906,57.82383
2024-10-22 03:21:18,0.95883,57.86024
2024-10-22 03:21:19,1.03548,56.97998
2024-10-22 03:21:20,0.95613,57.15326
2024-10-22 03:21:21,1.04232,57.98935
2024-10-22 03:21:22,0.95883,57.76676
2024-10-22 03:21:23,1.03874,57.67327
2024-10-22 03:21:24,0.95883,57.93036
2024-10-22 03:21:25,1.03841,57.70193
2024-10-22 03:21:26,0.95913,57.85500
2024-10-22 03:21:27,1.03874,57.78234
2024-10-22 03:21:28,0.96274,57.49752
2024-10-22 03:21:29,1.03320,55.79297
2024-10-22 03:21:30,0.95763,57.28197
2024-10-22 03:21:31,1.03841,57.66299
2024-10-22 03:21:32,0.95883,57.71223
2024-10-22 03:21:33,1.03874,57.79013
2024-10-22 03:21:34,0.95944,57.97447
2024-10-22 03:21:35,1.03906,58.01086
2024-10-22 03:21:36,0.95913,57.76928
2024-10-22 03:21:37,1.03841,57.81097
2024-10-22 03:21:38,0.95793,57.72802
2024-10-22 03:21:39,1.03385,56.10727
2024-10-22 03:21:40,0.95493,56.68571
2024-10-22 03:21:41,1.03874,57.20252
2024-10-22 03:21:42,0.95853,57.91221
2024-10-22 03:21:43,1.03874,57.89141
2024-10-22 03:21:44,0.95913,57.81604
2024-10-22 03:21:45,1.03906,57.86280
2024-10-22 03:21:46,0.95853,57.86548
2024-10-22 03:21:47,1.04264,58.09348
2024-10-22 03:21:48,0.95613,56.95905
2024-10-22 03:21:49,1.03841,57.64742
2024-10-22 03:21:50,0.95583,56.80135
2024-10-22 03:21:51,1.03874,57.87583
2024-10-22 03:21:52,0.95883,58.13292
2024-10-22 03:21:53,1.04395,58.50270
2024-10-22 03:21:54,0.95883,57.96931
2024-10-22 03:21:55,1.03874,58.00048
2024-10-22 03:21:56,0.95853,58.00566
2024-10-22 03:21:57,1.03874,57.99269
2024-10-22 03:21:58,0.95763,57.44536
2024-10-22 03:21:59,1.03483,56.54057
2024-10-22 03:22:00,0.95703,57.49485
2024-10-22 03:22:01,1.03776,57.48674
2024-10-22 03:22:02,0.95883,57.98489
2024-10-22 03:22:03,1.03906,58.19789
2024-10-22 03:22:04,0.95793,57.92260
2024-10-22 03:22:05,1.04264,58.11694
2024-10-22 03:22:06,1.03874,57.79792
2024-10-22 03:22:07,0.95883,57.76676
2024-10-22 03:22:08,1.03874,57.91478
2024-10-22 03:22:09,0.95553,56.69810
2024-10-22 03:22:10,1.03613,57.00803
2024-10-22 03:22:11,0.95913,57.91735
2024-10-22 03:22:12,1.03906,58.03424
2024-10-22 03:22:13,0.95883,57.80571
2024-10-22 03:22:14,1.03906,57.93293
2024-10-22 03:22:15,0.95883,58.02385
2024-10-22 03:22:16,1.03841,58.02124
2024-10-22 03:22:17,0.95883,58.01606
2024-10-22 03:22:18,1.03874,58.07059
2024-10-22 03:22:19,0.95553,56.86890
2024-10-22 03:22:20,1.03646,57.27469
2024-10-22 03:22:21,0.95793,57.68911
2024-10-22 03:22:22,1.03939,58.25511
2024-10-22 03:22:23,0.95883,57.82909
2024-10-22 03:22:24,1.03874,58.01606
2024-10-22 03:22:25,0.95883,58.07059
2024-10-22 03:22:26,1.03841,57.99009
2024-10-22 03:22:27,0.95883,58.16407
2024-10-22 03:22:28,1.03581,57.04450
2024-10-22 03:22:29,0.95883,57.91478
2024-10-22 03:22:30,1.03613,57.00803
2024-10-22 03:22:31,0.95883,57.92257
2024-10-22 03:22:32,1.03841,57.79539
2024-10-22 03:22:33,0.95883,58.02385
2024-10-22 03:22:34,1.03874,57.93036
2024-10-22 03:22:35,0.95883,58.03164
2024-10-22 03:22:36,1.03874,57.96931
2024-10-22 03:22:37,0.95853,57.92000
2024-10-22 03:22:38,1.03613,57.16345
2024-10-22 03:22:39,0.95793,57.54123
2024-10-22 03:22:40,1.03613,57.02357
2024-10-22 03:22:41,0.95853,57.70972
2024-10-22 03:22:42,1.03874,58.01606
2024-10-22 03:22:43,0.95883,57.86804
2024-10-22 03:22:44,1.03874,57.89920
2024-10-22 03:22:45,0.95883,58.03164
2024-10-22 03:22:46,1.03841,57.90442
2024-10-22 03:22:47,0.95853,57.91221
2024-10-22 03:22:48,1.03906,58.14334
2024-10-22 03:22:49,0.95433,56.35540
2024-10-22 03:22:50,1.03711,57.28733
2024-10-22 03:22:51,0.95823,57.67606
2024-10-22 03:22:52,1.03874,57.86803
2024-10-22 03:22:53,0.95883,57.69665
2024-10-22 03:22:54,1.03874,57.91478
2024-10-22 03:22:55,0.95853,57.81875
2024-10-22 03:22:56,1.03874,57.89920
2024-10-22 03:22:57,0.95823,57.77727
2024-10-22 03:22:58,1.03874,57.88362
2024-10-22 03:22:59,0.95583,56.84018
2024-10-22 03:23:00,1.03548,57.08094
2024-10-22 03:23:01,0.95763,57.74103
2024-10-22 03:23:02,1.03874,57.86024
2024-10-22 03:23:03,0.95913,58.15893
2024-10-22 03:23:04,1.03776,57.54122
2024-10-22 03:23:05,0.95913,57.88618
2024-10-22 03:23:06,1.03874,57.93036
2024-10-22 03:23:07,0.95883,57.86804
2024-10-22 03:23:08,1.03874,57.94594
2024-10-22 03:23:09,0.95343,56.03103
2024-10-22 03:23:10,1.03776,57.57235
2024-10-22 03:23:11,0.95853,57.89663
2024-10-22 03:23:12,0.95853,57.93557
2024-10-22 03:23:13,1.03906,57.79266
2024-10-22 03:23:14,0.95853,57.77202
2024-10-22 03:23:15,1.03906,57.87838
2024-10-22 03:23:16,0.95883,58.06280
2024-10-22 03:23:17,1.03874,58.07059
2024-10-22 03:23:18,0.95974,57.08027
2024-10-22 03:23:19,1.03841,57.77982
2024-10-22 03:23:20,0.95613,56.70268
2024-10-22 03:23:21,1.03906,57.98748
2024-10-22 03:23:22,0.95853,57.76423
2024-10-22 03:23:23,1.03874,57.86024
2024-10-22 03:23:24,0.95913,58.10438
2024-10-22 03:23:25,1.03874,57.83688
2024-10-22 03:23:26,0.95883,57.80571
2024-10-22 03:23:27,1.03841,57.85769
2024-10-22 03:23:28,0.95763,57.38312
2024-10-22 03:23:29,1.03320,56.33540
2024-10-22 03:23:30,0.95883,57.89920
2024-10-22 03:23:31,1.03841,57.94337
2024-10-22 03:23:32,0.95883,57.86024
2024-10-22 03:23:33,1.03874,58.03164
2024-10-22 03:23:34,0.95913,58.11217
2024-10-22 03:23:35,1.03906,57.91735
2024-10-22 03:23:36,0.96214,58.03625
2024-10-22 03:23:37,1.03841,57.77982
2024-10-22 03:23:38,0.95883,57.87583
2024-10-22 03:23:39,1.03418,56.33435
2024-10-22 03:23:40,0.95613,56.69491
2024-10-22 03:23:41,1.03906,58.01865
2024-10-22 03:23:42,0.95883,57.96931
2024-10-22 03:23:43,1.03874,57.86803
2024-10-22 03:23:44,0.95853,57.92000
2024-10-22 03:23:45,1.03874,57.95373
2024-10-22 03:23:46,0.95883,57.89141
2024-10-22 03:23:47,1.03874,57.93036
2024-10-22 03:23:48,0.95853,57.36195
2024-10-22 03:23:49,1.03516,56.63599
2024-10-22 03:23:50,0.95583,57.01880
2024-10-22 03:23:51,1.03939,58.15376
2024-10-22 03:23:52,0.95883,58.03943
2024-10-22 03:23:53,1.03841,57.93558
2024-10-22 03:23:54,0.96274,58.18201
2024-10-22 03:23:55,1.03874,57.99269
2024-10-22 03:23:56,0.95853,58.04461
2024-10-22 03:23:57,1.03906,57.97969
2024-10-22 03:23:58,0.95583,56.90231
2024-10-22 03:23:59,1.03711,57.56735
2024-10-22 03:24:00,0.96124,57.27634
2024-10-22 03:24:01,1.03711,57.62958
2024-10-22 03:24:02,0.95883,57.86804
