cpu_usage,mem_usage
3073.0,136728.0
3220.0,148556.0
3270.0,149540.0
3295.0,149540.0
3314.0,151236.0
3328.0,151516.0
3334.0,152156.0
3336.0,152156.0
3340.0,152368.0
3342.0,152776.0
3344.0,153252.0
3347.0,153628.0
3109.0,153660.0
3129.0,153660.0
3145.0,153660.0
3156.0,154344.0
3169.0,154344.0
3179.0,154344.0
3189.0,154468.0
3197.0,154468.0
3205.0,154468.0
3213.0,154468.0
3219.0,154808.0
3225.0,155084.0
3231.0,155100.0
3235.0,155140.0
3241.0,155140.0
3245.0,155140.0
3250.0,155140.0
3152.0,155140.0
3159.0,155140.0
3165.0,155140.0
3170.0,155140.0
3176.0,155200.0
3182.0,155420.0
3187.0,155420.0
3191.0,155420.0
3196.0,155420.0
3200.0,155420.0
3205.0,155420.0
3210.0,155420.0
3213.0,155420.0
3217.0,155420.0
3221.0,155656.0
3224.0,155656.0
3228.0,155700.0
3166.0,155700.0
3170.0,155700.0
3174.0,155700.0
3177.0,155700.0
3181.0,155700.0
3185.0,155700.0
3188.0,155756.0
3191.0,155768.0
3194.0,155768.0
3198.0,155768.0
3201.0,155768.0
3203.0,155768.0
3206.0,155768.0
3208.0,155768.0
3211.0,155768.0
3213.0,155768.0
3215.0,155804.0
3218.0,155804.0
3174.0,155804.0
3176.0,155804.0
3179.0,155804.0
3182.0,155804.0
3184.0,155804.0
3187.0,155804.0
3189.0,155804.0
3191.0,155804.0
3194.0,155804.0
3197.0,155804.0
3199.0,155804.0
3201.0,155804.0
3204.0,155804.0
3206.0,155804.0
3208.0,155804.0
3210.0,155804.0
3174.0,155804.0
3177.0,155804.0
3179.0,155804.0
3181.0,155804.0
3183.0,155804.0
3185.0,155876.0
3187.0,155908.0
3189.0,155908.0
3192.0,155952.0
3194.0,155956.0
3196.0,155956.0
3197.0,155956.0
3199.0,155956.0
3201.0,155956.0
3203.0,155956.0
3205.0,155956.0
3207.0,155956.0
3178.0,155956.0
3180.0,155956.0
3182.0,155956.0
3184.0,155956.0
3186.0,155956.0
3187.0,155956.0
3189.0,155956.0
3190.0,155956.0
3192.0,155956.0
