Date,CPU Utilization,CPU Power
2024-10-22 11:59:43,0.95883,56.98771
2024-10-22 11:59:44,1.03906,58.08879
2024-10-22 11:59:45,0.95853,58.20037
2024-10-22 11:59:46,1.03874,58.39000
2024-10-22 11:59:47,0.95883,58.28094
2024-10-22 11:59:48,1.04264,58.41409
2024-10-22 11:59:49,0.95553,57.07852
2024-10-22 11:59:50,1.03874,58.28093
2024-10-22 11:59:51,0.95673,57.49235
2024-10-22 11:59:52,1.03809,57.94855
2024-10-22 11:59:53,0.95853,58.20816
2024-10-22 11:59:54,1.03809,57.92520
2024-10-22 11:59:55,0.95913,58.46286
2024-10-22 11:59:56,1.03874,58.39779
2024-10-22 11:59:57,0.95853,58.20037
2024-10-22 11:59:58,1.03776,57.94595
2024-10-22 11:59:59,0.95643,57.46652
2024-10-22 12:00:00,0.96244,58.43755
2024-10-22 12:00:01,1.03678,57.44042
2024-10-22 12:00:02,0.95853,58.25488
2024-10-22 12:00:03,1.03776,58.14053
2024-10-22 12:00:04,0.95853,58.27046
2024-10-22 12:00:05,1.03874,58.37442
2024-10-22 12:00:06,0.96244,58.30461
2024-10-22 12:00:07,1.03646,57.33688
2024-10-22 12:00:08,0.95853,58.25488
2024-10-22 12:00:09,1.03516,56.79126
2024-10-22 12:00:10,0.95853,58.28604
2024-10-22 12:00:11,1.03581,57.16103
2024-10-22 12:00:12,0.95853,58.23931
2024-10-22 12:00:13,1.03906,58.43168
2024-10-22 12:00:14,0.95883,58.07059
2024-10-22 12:00:15,1.03874,58.20303
2024-10-22 12:00:16,0.95853,58.09134
2024-10-22 12:00:17,1.03874,58.24977
2024-10-22 12:00:18,0.95853,58.25488
2024-10-22 12:00:19,1.03516,57.19497
2024-10-22 12:00:20,0.95853,58.20816
2024-10-22 12:00:21,1.03646,57.58563
2024-10-22 12:00:22,0.95793,58.15610
2024-10-22 12:00:23,1.03874,58.34326
2024-10-22 12:00:24,0.96214,58.53656
2024-10-22 12:00:25,1.03874,58.25756
2024-10-22 12:00:26,0.95853,58.20816
2024-10-22 12:00:27,1.03874,58.17187
2024-10-22 12:00:28,0.95883,58.23419
2024-10-22 12:00:29,1.03483,57.05281
2024-10-22 12:00:30,0.95883,58.17966
2024-10-22 12:00:31,1.03613,57.56754
2024-10-22 12:00:32,0.95853,58.10691
2024-10-22 12:00:33,1.03874,58.10175
2024-10-22 12:00:34,0.95883,58.17966
2024-10-22 12:00:35,1.03874,58.21082
2024-10-22 12:00:36,0.96244,58.42191
2024-10-22 12:00:37,1.03841,57.92000
2024-10-22 12:00:38,0.95793,57.52566
2024-10-22 12:00:39,1.03711,57.76959
2024-10-22 12:00:40,0.95883,58.16407
2024-10-22 12:00:41,1.03711,57.55957
2024-10-22 12:00:42,0.95733,57.58290
2024-10-22 12:00:43,1.04232,57.54677
2024-10-22 12:00:44,0.95913,57.97969
2024-10-22 12:00:45,1.03841,58.09912
2024-10-22 12:00:46,0.95913,58.19010
2024-10-22 12:00:47,1.03841,58.21595
2024-10-22 12:00:48,0.95944,58.48117
2024-10-22 12:00:49,1.03483,56.97519
2024-10-22 12:00:50,0.95883,58.28872
2024-10-22 12:00:51,1.03548,56.97998
2024-10-22 12:00:52,0.95853,58.17700
2024-10-22 12:00:53,1.03841,58.31719
2024-10-22 12:00:54,0.95883,58.28094
2024-10-22 12:00:55,1.03906,58.41610
2024-10-22 12:00:56,0.95944,58.25510
2024-10-22 12:00:57,1.03841,58.11470
2024-10-22 12:00:58,0.95883,58.26535
2024-10-22 12:00:59,1.03516,57.14063
2024-10-22 12:01:00,0.95853,58.22373
2024-10-22 12:01:01,1.04036,57.54517
2024-10-22 12:01:02,0.95823,57.79284
2024-10-22 12:01:03,1.03776,57.96930
2024-10-22 12:01:04,0.95883,58.10175
2024-10-22 12:01:05,1.03874,58.25756
2024-10-22 12:01:06,0.95913,58.40831
2024-10-22 12:01:07,0.95883,57.95374
2024-10-22 12:01:08,1.03841,58.13807
2024-10-22 12:01:09,0.95553,57.12510
2024-10-22 12:01:10,1.03874,58.27314
2024-10-22 12:01:11,0.95583,57.23626
2024-10-22 12:01:12,1.03971,58.38251
2024-10-22 12:01:13,0.96214,58.48966
2024-10-22 12:01:14,1.03939,58.52794
2024-10-22 12:01:15,0.95883,58.27314
2024-10-22 12:01:16,1.03874,58.24198
2024-10-22 12:01:17,0.95883,58.28872
2024-10-22 12:01:18,1.03711,57.84737
2024-10-22 12:01:19,0.96034,57.82607
2024-10-22 12:01:20,1.03874,58.39000
2024-10-22 12:01:21,0.95583,57.04987
2024-10-22 12:01:22,1.03776,57.97708
2024-10-22 12:01:23,0.95883,58.30431
2024-10-22 12:01:24,1.03906,58.47844
2024-10-22 12:01:25,0.95913,58.41610
2024-10-22 12:01:26,1.03874,58.18745
2024-10-22 12:01:27,0.95883,58.84602
2024-10-22 12:01:28,1.03841,58.29383
2024-10-22 12:01:29,0.95553,57.00088
2024-10-22 12:01:30,1.03841,58.29383
2024-10-22 12:01:31,0.95673,57.47680
2024-10-22 12:01:32,1.04264,57.95186
2024-10-22 12:01:33,0.95944,58.58251
2024-10-22 12:01:34,1.03841,58.44180
2024-10-22 12:01:35,0.95883,58.28094
2024-10-22 12:01:36,1.03874,58.24977
2024-10-22 12:01:37,0.95883,58.22640
2024-10-22 12:01:38,1.04297,58.54966
2024-10-22 12:01:39,0.95523,57.07609
2024-10-22 12:01:40,1.03906,58.37713
2024-10-22 12:01:41,0.95613,57.36301
2024-10-22 12:01:42,1.03841,58.02903
2024-10-22 12:01:43,0.95944,58.44999
2024-10-22 12:01:44,1.04297,57.76085
2024-10-22 12:01:45,0.95853,58.25488
2024-10-22 12:01:46,1.03906,58.37713
2024-10-22 12:01:47,0.95883,58.32768
2024-10-22 12:01:48,1.03906,58.38493
2024-10-22 12:01:49,0.95583,57.07317
2024-10-22 12:01:50,1.04102,57.86225
2024-10-22 12:01:51,0.95793,58.18723
2024-10-22 12:01:52,1.03874,58.34326
2024-10-22 12:01:53,0.95883,58.19524
2024-10-22 12:01:54,1.03776,57.76693
2024-10-22 12:01:55,0.95883,58.15629
2024-10-22 12:01:56,1.03841,58.30940
2024-10-22 12:01:57,0.95883,58.19524
2024-10-22 12:01:58,1.03581,57.33970
2024-10-22 12:01:59,0.95823,57.83177
2024-10-22 12:02:00,1.03809,58.21327
2024-10-22 12:02:01,0.95673,57.41461
2024-10-22 12:02:02,1.03841,58.26268
2024-10-22 12:02:03,0.96154,58.32031
2024-10-22 12:02:04,1.03874,58.31210
2024-10-22 12:02:05,0.95913,58.31479
2024-10-22 12:02:06,1.03874,58.44453
2024-10-22 12:02:07,0.95883,58.16407
2024-10-22 12:02:08,1.03874,58.19524
2024-10-22 12:02:09,0.95913,57.16143
2024-10-22 12:02:10,0.95913,58.36155
2024-10-22 12:02:11,1.03581,57.09111
