cpu_usage,mem_usage
3068.0,128184.0
3224.0,147140.0
3283.0,148504.0
3308.0,148752.0
3320.0,151092.0
3326.0,151160.0
3330.0,151692.0
3333.0,151856.0
3340.0,151864.0
3342.0,151872.0
3343.0,151944.0
3087.0,152288.0
3107.0,152496.0
3124.0,152496.0
3141.0,152496.0
3154.0,153036.0
3168.0,153080.0
3180.0,153084.0
3190.0,153172.0
3199.0,153232.0
3207.0,153232.0
3216.0,153348.0
3223.0,153348.0
3228.0,153348.0
3234.0,153348.0
3240.0,153356.0
3245.0,153688.0
3144.0,153688.0
3151.0,153688.0
3159.0,153692.0
3165.0,153800.0
3172.0,153868.0
3179.0,153868.0
3185.0,153872.0
3189.0,154132.0
3195.0,154132.0
3199.0,154132.0
3203.0,154132.0
3208.0,154132.0
3212.0,154132.0
3215.0,154572.0
3220.0,154572.0
3223.0,154572.0
3226.0,154572.0
3163.0,154572.0
3167.0,154572.0
3171.0,154572.0
3175.0,154636.0
3179.0,154636.0
3182.0,154636.0
3186.0,155012.0
3189.0,155028.0
3192.0,155028.0
3195.0,155028.0
3198.0,155028.0
3201.0,155028.0
3204.0,155028.0
3208.0,155028.0
3211.0,155028.0
3213.0,155028.0
3216.0,155040.0
3169.0,155040.0
3173.0,155040.0
3176.0,155040.0
3178.0,155040.0
3181.0,155168.0
3184.0,155168.0
3187.0,155168.0
3190.0,155404.0
3193.0,155404.0
3196.0,155404.0
3198.0,155404.0
3201.0,155404.0
3204.0,155404.0
3206.0,155404.0
3208.0,155404.0
3210.0,155404.0
3173.0,155460.0
3176.0,155600.0
3178.0,155600.0
3180.0,155600.0
3182.0,155600.0
3185.0,155600.0
3187.0,155600.0
3189.0,155600.0
3191.0,155600.0
3193.0,155600.0
3195.0,155804.0
3197.0,155804.0
3199.0,155804.0
3201.0,155804.0
3203.0,155804.0
3204.0,155804.0
3206.0,155804.0
3176.0,155804.0
3179.0,155804.0
3180.0,155804.0
3182.0,155804.0
3184.0,155804.0
3186.0,155804.0
3188.0,155804.0
3190.0,155804.0
3192.0,155804.0
3193.0,155804.0
3195.0,155804.0
3196.0,155804.0
3198.0,155804.0
3199.0,155804.0
3201.0,155804.0
3203.0,155804.0
3177.0,155804.0
3179.0,155804.0
3180.0,155804.0
3182.0,155804.0
3184.0,155804.0
3185.0,155804.0
3187.0,155804.0
3188.0,155804.0
3190.0,156000.0
3192.0,156004.0
3193.0,156004.0
3195.0,156128.0
3196.0,156128.0
3198.0,156128.0
3199.0,156132.0
3200.0,156196.0
3178.0,156196.0
3179.0,156196.0
3181.0,156196.0
3182.0,156196.0
3184.0,156196.0
3185.0,156196.0
3186.0,156196.0
3187.0,156196.0
3189.0,156220.0
3190.0,156220.0
3191.0,156220.0
3193.0,156220.0
3194.0,156220.0
3195.0,156220.0
3196.0,156224.0
3198.0,156224.0
3199.0,156224.0
3179.0,156224.0
3181.0,156224.0
3182.0,156224.0
3183.0,156224.0
3184.0,156224.0
3186.0,156224.0
3187.0,156224.0
3188.0,156224.0
3189.0,156224.0
3190.0,156224.0
3191.0,156224.0
3192.0,156224.0
3194.0,156224.0
3195.0,156224.0
3196.0,156224.0
3197.0,156224.0
3199.0,156224.0
3181.0,156224.0
3182.0,156224.0
