cpu_usage,mem_usage
3033.0,140952.0
3219.0,149316.0
3284.0,151236.0
3305.0,152736.0
3319.0,152884.0
3331.0,153316.0
3343.0,153316.0
3346.0,153512.0
3350.0,153576.0
3348.0,154268.0
3349.0,154268.0
3353.0,154268.0
3354.0,154352.0
3356.0,154508.0
3147.0,154508.0
3160.0,154984.0
3173.0,154996.0
3184.0,155216.0
3194.0,155216.0
3202.0,155216.0
3211.0,155348.0
3217.0,155348.0
3224.0,155348.0
3228.0,155664.0
3234.0,155668.0
3239.0,155848.0
3244.0,155848.0
3249.0,155848.0
3254.0,155884.0
3258.0,155884.0
3261.0,155988.0
3169.0,155988.0
3174.0,155988.0
3179.0,155988.0
3183.0,155988.0
3187.0,156012.0
3192.0,156012.0
3196.0,156012.0
3201.0,156028.0
3205.0,156028.0
3208.0,156028.0
3211.0,156028.0
3215.0,156072.0
3219.0,156072.0
3222.0,156108.0
3225.0,156108.0
3228.0,156108.0
3230.0,156108.0
3233.0,156448.0
3175.0,156448.0
3178.0,156488.0
3181.0,156488.0
3185.0,156488.0
3188.0,156488.0
3191.0,156684.0
3195.0,156684.0
3198.0,156684.0
3200.0,156684.0
3203.0,156684.0
3206.0,156684.0
3209.0,156684.0
3212.0,156688.0
3214.0,156688.0
3216.0,156688.0
3219.0,156688.0
3221.0,156800.0
3178.0,156804.0
3181.0,156804.0
3183.0,156804.0
3185.0,156804.0
3188.0,156804.0
3191.0,156808.0
3193.0,156808.0
3195.0,156808.0
3198.0,156808.0
3200.0,156808.0
3203.0,156924.0
3205.0,156924.0
3207.0,156940.0
3209.0,157112.0
3211.0,157112.0
3213.0,157112.0
3215.0,157112.0
3181.0,157112.0
3183.0,157112.0
3186.0,157112.0
3187.0,157112.0
3189.0,157112.0
3192.0,157112.0
3194.0,157196.0
3195.0,157196.0
3197.0,157196.0
3199.0,157196.0
3200.0,157332.0
3202.0,157332.0
3204.0,157332.0
3206.0,157344.0
3207.0,157344.0
3208.0,157344.0
3210.0,157348.0
3181.0,157448.0
3183.0,157452.0
3185.0,157452.0
3186.0,157452.0
3188.0,157452.0
3190.0,157456.0
3192.0,157456.0
3193.0,157512.0
3195.0,157512.0
3197.0,157512.0
3198.0,157512.0
3200.0,157512.0
3201.0,157512.0
3203.0,157512.0
3204.0,157512.0
3206.0,157512.0
3181.0,157512.0
3183.0,157512.0
3185.0,157512.0
3186.0,157512.0
3188.0,157512.0
3190.0,157512.0
3191.0,157512.0
3193.0,157632.0
3194.0,157632.0
3196.0,157632.0
3197.0,157632.0
3198.0,157632.0
3199.0,157632.0
3201.0,157632.0
3202.0,157632.0
3203.0,157632.0
3204.0,157632.0
3183.0,157632.0
3184.0,157632.0
3185.0,157632.0
3187.0,157632.0
3188.0,157632.0
3189.0,157632.0
3191.0,157632.0
3192.0,157632.0
3193.0,157632.0
3194.0,157632.0
3196.0,157632.0
3197.0,157632.0
3198.0,157632.0
3200.0,157632.0
3201.0,157632.0
3202.0,157632.0
3183.0,157632.0
3184.0,157632.0
3185.0,157632.0
3187.0,157632.0
3188.0,157632.0
3189.0,157632.0
3190.0,157632.0
3191.0,157632.0
3192.0,157632.0
3194.0,157632.0
3195.0,157632.0
3196.0,157632.0
3197.0,157632.0
3198.0,157632.0
3199.0,157632.0
3200.0,157632.0
3201.0,157632.0
3184.0,157632.0
3185.0,157636.0
3186.0,157636.0
3187.0,157636.0
3188.0,157636.0
3189.0,157636.0
3190.0,157636.0
3192.0,157636.0
3192.0,157636.0
3193.0,157636.0
3195.0,157636.0
3196.0,157636.0
3197.0,157636.0
3198.0,157636.0
3199.0,157776.0
3200.0,157776.0
3184.0,157776.0
3185.0,157776.0
3186.0,157776.0
3187.0,157776.0
3188.0,157776.0
3189.0,157776.0
3190.0,157776.0
3191.0,157776.0
3192.0,157776.0
3193.0,157776.0
3194.0,157776.0
3195.0,157776.0
3196.0,157776.0
3196.0,157776.0
3197.0,157776.0
3198.0,157776.0
3184.0,157776.0
3185.0,157776.0
3186.0,157776.0
3187.0,157776.0
3187.0,157776.0
3188.0,157776.0
3189.0,157776.0
3190.0,157776.0
3191.0,157776.0
3192.0,157776.0
3193.0,157776.0
3193.0,157776.0
3194.0,157776.0
3195.0,157776.0
3196.0,157776.0
3197.0,157776.0
