cpu_usage,mem_usage
3067.0,135792.0
3219.0,148040.0
3283.0,149920.0
3311.0,150176.0
2774.0,152060.0
2859.0,152088.0
2920.0,152176.0
2973.0,152296.0
3013.0,152296.0
3044.0,152316.0
3073.0,152364.0
3096.0,152428.0
3115.0,152428.0
3131.0,152428.0
3145.0,153244.0
3157.0,153652.0
3168.0,153652.0
3178.0,153760.0
3189.0,153760.0
3197.0,153760.0
3205.0,153760.0
3212.0,153760.0
3089.0,153876.0
3101.0,153876.0
3111.0,153884.0
3120.0,153884.0
3129.0,154364.0
3138.0,154364.0
3144.0,154364.0
3151.0,154364.0
3158.0,154364.0
3165.0,154368.0
3172.0,154516.0
3177.0,154516.0
3183.0,154516.0
3188.0,154516.0
3193.0,154628.0
3200.0,154628.0
3203.0,154628.0
3132.0,154628.0
3138.0,154628.0
3143.0,154752.0
3147.0,154752.0
3152.0,154752.0
3157.0,154752.0
3161.0,154752.0
3165.0,154752.0
3170.0,154920.0
3173.0,155044.0
3177.0,155044.0
3180.0,155044.0
3184.0,155044.0
3187.0,155044.0
3191.0,155044.0
3194.0,155044.0
3196.0,155044.0
3199.0,155044.0
3150.0,155044.0
3154.0,155044.0
3158.0,155044.0
3161.0,155044.0
3164.0,155052.0
3167.0,155144.0
3170.0,155144.0
3173.0,155144.0
3176.0,155464.0
3179.0,155464.0
3182.0,155468.0
3184.0,155468.0
3186.0,155488.0
3189.0,155488.0
3192.0,155488.0
3194.0,155488.0
3196.0,155488.0
3159.0,155488.0
3161.0,155500.0
3164.0,155500.0
3166.0,155500.0
3168.0,155500.0
3171.0,155500.0
3173.0,155500.0
3175.0,155500.0
3178.0,155500.0
3180.0,155500.0
3182.0,155500.0
3184.0,155500.0
3186.0,155500.0
3188.0,155500.0
3190.0,155500.0
3192.0,155500.0
3194.0,155500.0
3163.0,155500.0
3165.0,155500.0
3167.0,155500.0
3169.0,155500.0
3172.0,155500.0
3174.0,155500.0
3176.0,155500.0
3178.0,155500.0
3180.0,155500.0
3182.0,155500.0
3184.0,155500.0
3185.0,155500.0
3187.0,155500.0
3189.0,155504.0
3191.0,155504.0
3193.0,155504.0
3166.0,155504.0
