Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-22 10:39:49,1.04167,56.32813,56.32813,0.00000
2024-10-22 10:39:50,0.95192,57.37891,57.37891,0.00000
2024-10-22 10:39:51,1.04167,57.56250,57.56250,0.00000
2024-10-22 10:39:52,0.96154,57.95703,57.95703,0.00000
2024-10-22 10:39:53,1.04167,58.25781,58.25781,0.00000
2024-10-22 10:39:54,0.96154,58.26953,58.26953,0.00000
2024-10-22 10:39:55,1.04167,58.23438,58.23438,0.00000
2024-10-22 10:39:56,0.96154,58.26172,58.26172,0.00000
2024-10-22 10:39:57,1.04167,58.15625,58.15625,0.00000
2024-10-22 10:39:58,0.96154,58.28516,58.28516,0.00000
2024-10-22 10:39:59,1.04167,57.46484,57.46484,0.00000
2024-10-22 10:40:00,0.96154,58.17188,58.17188,0.00000
2024-10-22 10:40:01,1.04167,57.28125,57.28125,0.00000
2024-10-22 10:40:02,0.96154,58.24609,58.24609,0.00000
2024-10-22 10:40:03,1.04167,57.91016,57.91016,0.00000
2024-10-22 10:40:04,0.96154,58.16406,58.16406,0.00000
2024-10-22 10:40:05,1.04167,58.43750,58.43750,0.00000
2024-10-22 10:40:06,0.96154,58.52344,58.52344,0.00000
2024-10-22 10:40:07,1.04167,58.31250,58.31250,0.00000
2024-10-22 10:40:08,0.96154,57.50391,57.50391,0.00000
2024-10-22 10:40:09,1.04167,58.34375,58.34375,0.00000
2024-10-22 10:40:10,0.96154,57.44922,57.44922,0.00000
2024-10-22 10:40:11,1.04167,58.37891,58.37891,0.00000
2024-10-22 10:40:12,0.96154,58.19531,58.19531,0.00000
2024-10-22 10:40:13,1.04167,58.31250,58.31250,0.00000
2024-10-22 10:40:14,0.97115,58.14063,58.14063,0.00000
2024-10-22 10:40:15,1.04167,58.35156,58.35156,0.00000
2024-10-22 10:40:16,0.96154,58.39844,58.39844,0.00000
2024-10-22 10:40:17,1.04167,58.51563,58.51563,0.00000
2024-10-22 10:40:18,0.96154,57.33594,57.33594,0.00000
2024-10-22 10:40:19,1.04167,58.00781,58.00781,0.00000
2024-10-22 10:40:20,0.96154,58.07813,58.07813,0.00000
2024-10-22 10:40:21,1.04167,57.88281,57.88281,0.00000
2024-10-22 10:40:22,0.96154,58.59375,58.59375,0.00000
2024-10-22 10:40:23,1.04167,58.41406,58.41406,0.00000
2024-10-22 10:40:24,0.96154,58.63281,58.63281,0.00000
2024-10-22 10:40:25,1.04167,58.48438,58.48438,0.00000
2024-10-22 10:40:26,0.96154,58.29688,58.29688,0.00000
2024-10-22 10:40:27,1.04167,58.29688,58.29688,0.00000
2024-10-22 10:40:28,0.96154,58.36719,58.36719,0.00000
2024-10-22 10:40:29,1.04167,57.55469,57.55469,0.00000
2024-10-22 10:40:30,0.96154,57.44531,57.44531,0.00000
2024-10-22 10:40:31,1.04167,58.00000,58.00000,0.00000
2024-10-22 10:40:32,0.96154,58.30469,58.30469,0.00000
2024-10-22 10:40:33,1.04167,58.48438,58.48438,0.00000
2024-10-22 10:40:34,0.97115,58.33594,58.33594,0.00000
2024-10-22 10:40:35,1.04167,58.55469,58.55469,0.00000
2024-10-22 10:40:36,0.96154,58.42188,58.42188,0.00000
2024-10-22 10:40:37,1.04167,58.42969,58.42969,0.00000
2024-10-22 10:40:38,0.96154,58.40625,58.40625,0.00000
2024-10-22 10:40:39,1.04167,57.50781,57.50781,0.00000
2024-10-22 10:40:40,0.96154,57.95313,57.95313,0.00000
2024-10-22 10:40:41,1.04167,57.92188,57.92188,0.00000
2024-10-22 10:40:42,0.96154,58.42969,58.42969,0.00000
2024-10-22 10:40:43,1.04167,58.15625,58.15625,0.00000
2024-10-22 10:40:44,0.96154,58.20313,58.20313,0.00000
2024-10-22 10:40:45,1.04167,58.36719,58.36719,0.00000
2024-10-22 10:40:46,0.96154,58.31250,58.31250,0.00000
2024-10-22 10:40:47,0.97115,58.39844,58.39844,0.00000
2024-10-22 10:40:48,1.04167,57.10156,57.10156,0.00000
2024-10-22 10:40:49,0.96154,58.21094,58.21094,0.00000
2024-10-22 10:40:50,1.04167,58.32813,58.32813,0.00000
2024-10-22 10:40:51,0.96154,57.48438,57.48438,0.00000
2024-10-22 10:40:52,1.04167,58.49219,58.49219,0.00000
2024-10-22 10:40:53,0.96154,58.48438,58.48438,0.00000
2024-10-22 10:40:54,1.04167,58.34375,58.34375,0.00000
2024-10-22 10:40:55,0.96154,58.15625,58.15625,0.00000
2024-10-22 10:40:56,1.04167,58.19531,58.19531,0.00000
2024-10-22 10:40:57,0.96154,58.25781,58.25781,0.00000
