Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-22 08:48:25,0.96154,56.76563,56.76563,0.00000
2024-10-22 08:48:26,1.04167,57.82813,57.82813,0.00000
2024-10-22 08:48:27,0.96154,58.09375,58.09375,0.00000
2024-10-22 08:48:28,1.04167,57.71875,57.71875,0.00000
2024-10-22 08:48:29,0.96154,57.34375,57.34375,0.00000
2024-10-22 08:48:30,1.04167,58.10938,58.10938,0.00000
2024-10-22 08:48:31,0.96154,57.14063,57.14063,0.00000
2024-10-22 08:48:32,1.04167,57.98438,57.98438,0.00000
2024-10-22 08:48:33,0.96154,58.26563,58.26563,0.00000
2024-10-22 08:48:34,1.04167,58.14063,58.14063,0.00000
2024-10-22 08:48:35,0.96154,58.15625,58.15625,0.00000
2024-10-22 08:48:36,1.04167,58.04688,58.04688,0.00000
2024-10-22 08:48:37,0.96154,58.12500,58.12500,0.00000
2024-10-22 08:48:38,1.04167,58.26563,58.26563,0.00000
2024-10-22 08:48:39,0.96154,57.14063,57.14063,0.00000
2024-10-22 08:48:40,1.04167,57.51563,57.51563,0.00000
2024-10-22 08:48:41,0.96154,57.92188,57.92188,0.00000
2024-10-22 08:48:42,1.04167,58.21875,58.21875,0.00000
2024-10-22 08:48:43,0.97115,57.81250,57.81250,0.00000
2024-10-22 08:48:44,1.04167,58.09375,58.09375,0.00000
2024-10-22 08:48:45,0.96154,58.17188,58.17188,0.00000
2024-10-22 08:48:46,1.04167,58.07813,58.07813,0.00000
2024-10-22 08:48:47,0.96154,58.23438,58.23438,0.00000
2024-10-22 08:48:48,1.04167,58.12500,58.12500,0.00000
2024-10-22 08:48:49,0.96154,57.45313,57.45313,0.00000
2024-10-22 08:48:50,1.04167,58.12500,58.12500,0.00000
2024-10-22 08:48:51,0.96154,57.70313,57.70313,0.00000
2024-10-22 08:48:52,1.04167,58.12500,58.12500,0.00000
2024-10-22 08:48:53,0.96154,58.18750,58.18750,0.00000
2024-10-22 08:48:54,1.04167,58.09375,58.09375,0.00000
2024-10-22 08:48:55,0.96154,58.14063,58.14063,0.00000
2024-10-22 08:48:56,0.96154,58.03125,58.03125,0.00000
2024-10-22 08:48:57,1.04167,58.23438,58.23438,0.00000
2024-10-22 08:48:58,0.96154,56.87500,56.87500,0.00000
2024-10-22 08:48:59,1.04167,57.81250,57.81250,0.00000
2024-10-22 08:49:00,0.96154,56.87500,56.87500,0.00000
2024-10-22 08:49:01,1.04167,57.79688,57.79688,0.00000
2024-10-22 08:49:02,0.96154,58.10938,58.10938,0.00000
2024-10-22 08:49:03,1.04167,57.90625,57.90625,0.00000
2024-10-22 08:49:04,0.96154,57.95313,57.95313,0.00000
2024-10-22 08:49:05,1.04167,58.10938,58.10938,0.00000
2024-10-22 08:49:06,0.96154,58.01563,58.01563,0.00000
2024-10-22 08:49:07,1.04167,58.04688,58.04688,0.00000
2024-10-22 08:49:08,0.96154,57.37500,57.37500,0.00000
2024-10-22 08:49:09,1.04167,57.81250,57.81250,0.00000
2024-10-22 08:49:10,0.96154,57.67188,57.67188,0.00000
2024-10-22 08:49:11,1.04167,57.51563,57.51563,0.00000
2024-10-22 08:49:12,0.96154,58.01563,58.01563,0.00000
2024-10-22 08:49:13,1.04167,58.04688,58.04688,0.00000
2024-10-22 08:49:14,0.96154,58.06250,58.06250,0.00000
2024-10-22 08:49:15,1.04167,57.79688,57.79688,0.00000
2024-10-22 08:49:16,0.96154,57.75000,57.75000,0.00000
2024-10-22 08:49:17,1.04167,58.10938,58.10938,0.00000
2024-10-22 08:49:18,0.96154,58.04688,58.04688,0.00000
2024-10-22 08:49:19,1.04167,57.57813,57.57813,0.00000
2024-10-22 08:49:20,0.96154,58.17188,58.17188,0.00000
2024-10-22 08:49:21,1.04167,57.46875,57.46875,0.00000
2024-10-22 08:49:22,0.96154,58.12500,58.12500,0.00000
2024-10-22 08:49:23,1.04167,58.31250,58.31250,0.00000
2024-10-22 08:49:24,0.96154,58.10938,58.10938,0.00000
2024-10-22 08:49:25,1.04167,58.23438,58.23438,0.00000
2024-10-22 08:49:26,0.96154,58.23438,58.23438,0.00000
2024-10-22 08:49:27,1.04167,58.23438,58.23438,0.00000
2024-10-22 08:49:28,0.96154,58.20313,58.20313,0.00000
2024-10-22 08:49:29,1.04167,57.23438,57.23438,0.00000
2024-10-22 08:49:30,0.96154,57.89063,57.89063,0.00000
2024-10-22 08:49:31,1.04167,58.14063,58.14063,0.00000
2024-10-22 08:49:32,0.96154,58.20313,58.20313,0.00000
2024-10-22 08:49:33,1.04167,58.06250,58.06250,0.00000
2024-10-22 08:49:34,0.96154,58.14063,58.14063,0.00000
2024-10-22 08:49:35,1.05208,58.01563,58.01563,0.00000
2024-10-22 08:49:36,0.96154,58.09375,58.09375,0.00000
2024-10-22 08:49:37,1.04167,58.15625,58.15625,0.00000
2024-10-22 08:49:38,0.96154,57.31250,57.31250,0.00000
2024-10-22 08:49:39,1.04167,57.93750,57.93750,0.00000
2024-10-22 08:49:40,0.96154,58.12500,58.12500,0.00000
2024-10-22 08:49:41,1.04167,57.43750,57.43750,0.00000
2024-10-22 08:49:42,0.96154,57.68750,57.68750,0.00000
2024-10-22 08:49:43,1.04167,57.89063,57.89063,0.00000
2024-10-22 08:49:44,0.96154,58.31250,58.31250,0.00000
2024-10-22 08:49:45,1.04167,58.20313,58.20313,0.00000
2024-10-22 08:49:46,0.96154,58.20313,58.20313,0.00000
2024-10-22 08:49:47,1.04167,58.14063,58.14063,0.00000
2024-10-22 08:49:48,0.96154,57.46875,57.46875,0.00000
2024-10-22 08:49:49,1.04167,57.92188,57.92188,0.00000
2024-10-22 08:49:50,0.96154,57.26563,57.26563,0.00000
2024-10-22 08:49:51,1.04167,58.25000,58.25000,0.00000
2024-10-22 08:49:52,0.96154,58.35938,58.35938,0.00000
2024-10-22 08:49:53,1.04167,58.26563,58.26563,0.00000
2024-10-22 08:49:54,0.96154,58.35938,58.35938,0.00000
2024-10-22 08:49:55,1.04167,58.28125,58.28125,0.00000
2024-10-22 08:49:56,0.96154,57.98438,57.98438,0.00000
2024-10-22 08:49:57,1.04167,58.07813,58.07813,0.00000
2024-10-22 08:49:58,0.96154,57.79688,57.79688,0.00000
