Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-22 14:02:08,0.96154,56.25000,56.25000,0.00000
2024-10-22 14:02:09,1.04167,57.85938,57.85938,0.00000
2024-10-22 14:02:10,0.96154,57.71875,57.71875,0.00000
2024-10-22 14:02:11,1.04167,57.96875,57.96875,0.00000
2024-10-22 14:02:12,0.96154,58.25000,58.25000,0.00000
2024-10-22 14:02:13,1.04167,58.34375,58.34375,0.00000
2024-10-22 14:02:14,0.96154,58.17188,58.17188,0.00000
2024-10-22 14:02:15,1.04167,58.17188,58.17188,0.00000
2024-10-22 14:02:16,0.96154,58.18750,58.18750,0.00000
2024-10-22 14:02:17,1.04167,58.10938,58.10938,0.00000
2024-10-22 14:02:18,0.96154,58.32813,58.32813,0.00000
2024-10-22 14:02:19,1.04167,57.35938,57.35938,0.00000
2024-10-22 14:02:20,0.96154,58.31250,58.31250,0.00000
2024-10-22 14:02:21,1.04167,57.28125,57.28125,0.00000
2024-10-22 14:02:22,0.96154,58.12500,58.12500,0.00000
2024-10-22 14:02:23,1.04167,58.23438,58.23438,0.00000
2024-10-22 14:02:24,0.96154,58.21875,58.21875,0.00000
2024-10-22 14:02:25,1.04167,58.23438,58.23438,0.00000
2024-10-22 14:02:26,0.96154,58.00000,58.00000,0.00000
2024-10-22 14:02:27,1.04167,58.23438,58.23438,0.00000
2024-10-22 14:02:28,0.96154,57.84375,57.84375,0.00000
2024-10-22 14:02:29,1.04167,57.10938,57.10938,0.00000
2024-10-22 14:02:30,0.96154,57.45313,57.45313,0.00000
2024-10-22 14:02:31,1.04167,58.26563,58.26563,0.00000
2024-10-22 14:02:32,0.96154,58.01563,58.01563,0.00000
2024-10-22 14:02:33,1.04167,58.18750,58.18750,0.00000
2024-10-22 14:02:34,0.96154,58.15625,58.15625,0.00000
2024-10-22 14:02:35,1.04167,58.04688,58.04688,0.00000
2024-10-22 14:02:36,0.96154,58.01563,58.01563,0.00000
2024-10-22 14:02:37,1.04167,58.20313,58.20313,0.00000
2024-10-22 14:02:38,0.96154,57.95313,57.95313,0.00000
2024-10-22 14:02:39,1.04167,57.26563,57.26563,0.00000
2024-10-22 14:02:40,0.96154,57.81250,57.81250,0.00000
2024-10-22 14:02:41,1.04167,57.25000,57.25000,0.00000
2024-10-22 14:02:42,0.96154,58.03125,58.03125,0.00000
2024-10-22 14:02:43,1.04167,58.17188,58.17188,0.00000
2024-10-22 14:02:44,0.96154,58.28125,58.28125,0.00000
2024-10-22 14:02:45,1.04167,58.10938,58.10938,0.00000
2024-10-22 14:02:46,0.96154,57.67188,57.67188,0.00000
2024-10-22 14:02:47,1.04167,57.96875,57.96875,0.00000
2024-10-22 14:02:48,0.96154,57.23438,57.23438,0.00000
2024-10-22 14:02:49,1.04167,58.01563,58.01563,0.00000
2024-10-22 14:02:50,0.96154,57.79688,57.79688,0.00000
2024-10-22 14:02:51,1.04167,56.82813,56.82813,0.00000
2024-10-22 14:02:52,0.96154,58.04688,58.04688,0.00000
2024-10-22 14:02:53,1.04167,58.03125,58.03125,0.00000
2024-10-22 14:02:54,0.96154,58.28125,58.28125,0.00000
2024-10-22 14:02:55,1.04167,57.85938,57.85938,0.00000
2024-10-22 14:02:56,0.96154,58.03125,58.03125,0.00000
2024-10-22 14:02:57,1.04167,57.82813,57.82813,0.00000
2024-10-22 14:02:58,0.96154,57.67188,57.67188,0.00000
2024-10-22 14:02:59,1.04167,57.32813,57.32813,0.00000
2024-10-22 14:03:00,0.96154,57.01563,57.01563,0.00000
2024-10-22 14:03:01,1.04167,57.62500,57.62500,0.00000
2024-10-22 14:03:02,0.96154,57.95313,57.95313,0.00000
2024-10-22 14:03:03,1.04167,58.00000,58.00000,0.00000
2024-10-22 14:03:04,1.04167,58.04688,58.04688,0.00000
2024-10-22 14:03:05,0.96154,58.06250,58.06250,0.00000
2024-10-22 14:03:06,1.04167,58.26563,58.26563,0.00000
2024-10-22 14:03:07,0.96154,57.85938,57.85938,0.00000
2024-10-22 14:03:08,1.04167,58.14063,58.14063,0.00000
2024-10-22 14:03:09,0.96154,57.06250,57.06250,0.00000
2024-10-22 14:03:10,1.04167,57.15625,57.15625,0.00000
