Date,CPU Utilization,CPU Power
2024-10-22 04:26:20,1.03776,56.92744
2024-10-22 04:26:21,0.95793,57.65797
2024-10-22 04:26:22,1.03874,58.02385
2024-10-22 04:26:23,0.95673,57.30579
2024-10-22 04:26:24,1.03874,57.73560
2024-10-22 04:26:25,0.96214,57.90336
2024-10-22 04:26:26,0.95883,58.05501
2024-10-22 04:26:27,1.03809,57.94077
2024-10-22 04:26:28,0.95643,57.03135
2024-10-22 04:26:29,1.03613,57.06243
2024-10-22 04:26:30,0.95553,56.71362
2024-10-22 04:26:31,1.03841,57.72530
2024-10-22 04:26:32,0.96244,58.08566
2024-10-22 04:26:33,1.03809,57.85513
2024-10-22 04:26:34,0.95883,58.03943
2024-10-22 04:26:35,1.03809,57.86291
2024-10-22 04:26:36,0.95853,57.88106
2024-10-22 04:26:37,1.03874,57.99269
2024-10-22 04:26:38,0.95913,58.07320
2024-10-22 04:26:39,1.03223,55.98797
2024-10-22 04:26:40,0.95793,57.79029
2024-10-22 04:26:41,1.03874,57.95373
2024-10-22 04:26:42,0.95823,57.87848
2024-10-22 04:26:43,1.03809,57.71498
2024-10-22 04:26:44,0.95763,57.45315
2024-10-22 04:26:45,1.03841,57.95115
2024-10-22 04:26:46,0.96214,57.84863
2024-10-22 04:26:47,1.03809,57.67606
2024-10-22 04:26:48,0.95733,57.47401
2024-10-22 04:26:49,1.03483,56.71131
2024-10-22 04:26:50,0.95523,56.76564
2024-10-22 04:26:51,1.03809,57.76170
2024-10-22 04:26:52,0.96244,58.15603
2024-10-22 04:26:53,1.03841,57.94337
2024-10-22 04:26:54,0.95853,58.00566
2024-10-22 04:26:55,1.03874,57.96152
2024-10-22 04:26:56,0.95883,58.07059
2024-10-22 04:26:57,1.03874,58.00827
2024-10-22 04:26:58,0.95853,57.99788
2024-10-22 04:26:59,1.03418,56.58256
2024-10-22 04:27:00,0.95343,55.98455
2024-10-22 04:27:01,1.03874,57.86024
2024-10-22 04:27:02,0.95913,58.23686
2024-10-22 04:27:03,1.03678,57.40931
2024-10-22 04:27:04,0.95793,57.82142
2024-10-22 04:27:05,1.03874,58.03943
2024-10-22 04:27:06,0.95763,57.69435
2024-10-22 04:27:07,1.03841,57.83433
2024-10-22 04:27:08,0.95613,57.12218
2024-10-22 04:27:09,1.03581,57.13772
2024-10-22 04:27:10,0.96064,57.68806
2024-10-22 04:27:11,1.03841,58.58371
2024-10-22 04:27:12,0.95853,57.51617
2024-10-22 04:27:13,1.03841,58.62305
2024-10-22 04:27:14,0.95944,58.30188
2024-10-22 04:27:15,1.03874,58.12512
2024-10-22 04:27:16,0.96184,58.04939
2024-10-22 04:27:17,1.03841,57.95894
2024-10-22 04:27:18,0.95853,58.04461
2024-10-22 04:27:19,1.03516,57.04746
2024-10-22 04:27:20,0.95583,57.10423
2024-10-22 04:27:21,1.03809,57.93298
2024-10-22 04:27:22,0.95883,57.82909
2024-10-22 04:27:23,1.03841,57.89664
2024-10-22 04:27:24,0.95853,57.93557
2024-10-22 04:27:25,1.03809,57.96413
2024-10-22 04:27:26,0.95703,57.66592
2024-10-22 04:27:27,1.03874,57.93036
2024-10-22 04:27:28,0.95853,58.09134
2024-10-22 04:27:29,0.95192,55.91953
2024-10-22 04:27:30,1.03711,57.61402
2024-10-22 04:27:31,0.95853,57.99009
2024-10-22 04:27:32,1.03939,58.09919
2024-10-22 04:27:33,0.95763,57.71769
2024-10-22 04:27:34,1.03841,57.99009
2024-10-22 04:27:35,0.95913,58.05762
